,0
0,-65.66652668975674
1,-67.32761418874588
2,-68.83791320917958
3,-70.18891018246174
4,-71.37267298696771
5,-72.38193953469396
6,-73.21020076117092
7,-73.85177691860972
8,-74.30188617831524
9,-74.55670466762346
10,-74.61341719637616
11,-74.47025806547614
12,-74.12654149254115
13,-73.58268133426984
14,-72.84019992911136
15,-71.90172602465066
16,-70.77098188957767
17,-69.45275983843864
18,-67.95288851732344
19,-66.27818940946982
20,-64.43642412110492
21,-62.43623309961084
22,-60.28706651833903
23,-57.99910813514466
24,-55.583192994871354
25,-53.05071989928629
26,-50.41355961083572
27,-47.68395978843591
28,-44.874447673713874
29,-41.99773155416613
30,-39.06660202532483
31,-36.093834057208014
32,-33.09209084141645
33,-30.073830354894937
34,-27.051215525562817
35,-24.03602882490542
36,-21.039592044486177
37,-18.072691938522695
38,-15.145512334539227
39,-12.267573230068
40,-9.447677306848238
41,-6.693864206367841
42,-4.013372823224694
43,-1.4126117868325898
44,1.1028617815167656
45,3.5283552294318907
46,5.860045121417218
47,8.094973915042567
48,10.231038772788727
49,12.266972778303735
50,14.202318881604459
51,16.03739694819069
52,17.77326433236097
53,19.41167043565468
54,20.955005747823858
55,22.406245900616554
56,23.768891294431256
57,25.046902884952466
58,26.24463474139432
59,27.366764009948543
60,28.418218935250408
61,29.404105608806887
62,30.329634125989326
63,31.20004484200144
64,32.02053542184296
65,32.79618937936995
66,33.53190679578605
67,34.23233789798386
68,34.90182016182652
69,35.544319584498545
70,36.1633767432999
71,36.76205822558982
72,37.34291397589938
73,37.90794106139007
74,38.45855430566397
75,38.9955641832447
76,39.51916230272481
77,40.028914735632895
78,40.523763370727735
79,41.00203539009936
80,41.461460874763894
81,41.899198454151126
82,42.311868816912444
83,42.695595800878344
84,43.04605467898597
85,43.35852715697585
86,43.62796249921207
87,43.8490441028841
88,44.016260750027556
89,44.12398168327284
90,44.16653457702687
91,44.138285412882865
92,44.033719218289974
93,43.84752059259118
94,43.57465292593478
95,43.21043521548462
96,42.75061540063543
97,42.191439174976594
98,41.52971328743414
99,40.76286241773225
100,39.888978800924924
101,38.90686388065123
102,37.81606138893529
103,36.61688137939818
104,35.3104148780149
105,33.89853895820819
106,32.38391219223756
107,30.769960575687147
108,29.060854163705873
109,27.261474794063425
110,25.377375400868267
111,23.414731542024324
112,21.380285871510072
113,19.28128638292317
114,17.125419332263906
115,14.920737814697047
116,12.675587021351523
117,10.398527237660163
118,8.098255664100227
119,5.783528143431547
120,3.4630818657096487
121,1.1455600936124937
122,-1.1605600938279579
123,-3.4470361008183414
124,-5.705923294108429
125,-7.929632887080782
126,-10.110983555256347
127,-12.24324622274556
128,-14.32018158151258
129,-16.33607003487022
130,-18.285733890900147
131,-20.164551767824722
132,-21.96846530894925
133,-23.69397843679007
134,-25.338149501555392
135,-26.89857679548695
136,-28.37337800910916
137,-29.761164295837784
138,-31.061009685689218
139,-32.27241664544998
140,-33.39527862054976
141,-34.42984041250277
142,-35.37665724516116
143,-36.236553353716
144,-37.01058089343384
145,-37.69997991201907
146,-38.30614006211468
147,-38.83056465100133
148,-39.27483753551592
149,-39.640593274312224
150,-39.92949084971293
151,-40.14319117049493
152,-40.283338467866436
153,-40.351545602271784
154,-40.34938321079853
155,-40.278372545748695
156,-40.13998178581024
157,-39.935625543207905
158,-39.666667243771116
159,-39.33442402219013
160,-38.94017375167693
161,-38.48516381538234
162,-37.97062122560695
163,-37.39776370525051
164,-36.767811363055806
165,-36.0819986188335
166,-35.34158606568475
167,-34.547871991866316
168,-33.70220332395156
169,-32.80598579394555
170,-31.860693174692432
171,-30.86787546901316
172,-29.829165977344953
173,-28.746287205108736
174,-27.621055603604823
175,-26.455385166073174
176,-25.251289922996932
177,-24.010885397370913
178,-22.736389091395072
179,-21.43012008110138
180,-20.09449779529119
181,-18.732040050580796
182,-17.3453604061745
183,-15.937164891061721
184,-14.510248143431735
185,-13.067488987843406
186,-11.611845460600849
187,-10.146349278386513
188,-8.674099730103
189,-7.198256957809101
190,-5.722034580404724
191,-4.248691604083068
192,-2.781523557142483
193,-1.3238527839440184
194,0.12098216619064171
195,1.5496381144984621
196,2.958779843470049
197,4.345093741282416
198,5.705302522937794
199,7.036181032319869
200,8.334573107711236
201,9.59740946899144
202,10.821726558007796
203,12.004686234759419
204,13.143596201406572
205,14.235930994186596
206,15.279353350727462
207,16.271735727824296
208,17.211181713452532
209,18.096047047679622
210,18.92495994124727
211,19.696840358889563
212,20.41091791774828
213,21.0667480401859
214,21.664225995360276
215,22.20359846551034
216,22.685472281427426
217,23.110819987546208
218,23.480981921026334
219,23.79766452160081
220,24.06293463014743
221,24.279209583911392
222,24.44924297472085
223,24.576106002630365
224,24.66316443000341
225,24.71405121850162
226,24.732635011856402
227,24.722984708524855
228,24.68933044816237
229,24.636021412079643
230,24.567480908392334
231,24.488159275495207
232,24.402485191147893
233,24.31481601755962
234,24.229387844551685
235,24.150265912740178
