,PPG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_HF,HRV_VHF,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_DFA_alpha2,HRV_MFDFA_alpha2_Width,HRV_MFDFA_alpha2_Peak,HRV_MFDFA_alpha2_Mean,HRV_MFDFA_alpha2_Max,HRV_MFDFA_alpha2_Delta,HRV_MFDFA_alpha2_Asymmetry,HRV_MFDFA_alpha2_Fluctuation,HRV_MFDFA_alpha2_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC,index
0,39.22667839473795,158.06598984771574,67.51319380245656,94.29339795531384,94.5346668919644,0.42712030505423876,0.5965445067984465,145.0,37.065,0.2556206896551724,53.0,115.4,185.8,43.14720812182741,73.60406091370558,45.0,464.0,7.576923076923077,117.1875,0.014014944998954903,0.008229582934157705,0.6300401177807253,-4.267631018814406,66.84610401651943,68.48851672417007,0.976019152024196,14382.809682001447,1.0245700588211506,4.864813843727394,280.6851344346251,0.6345177664974619,0.6428571428571428,0.8968253968253969,0.17543859649122806,49.85255315846655,49.83533072228546,50.02513817744998,47.95918367346938,0.5048649095303566,0.4951350904696433,47.496828504108755,47.03691948748126,0.48126379061861085,0.5187362093813889,47.512661013326145,49.3277200619457,0.49277799544161355,0.5072220045583864,47.50474541830511,48.19593220066127,0.5358827863429774,1.7412443329186533,0.7731061631009013,1.0660426589298262,-1.0463188528330694,-1.251597384705638,-0.3317660018810179,0.0004633701315265987,0.16373188286035578,0.623195170890535,0.18839325999433454,0.623195170890535,0.6806718259842894,0.4536529104021705,-0.43313943371213703,-0.19491129833687837,2.906555056666394e-05,0.0019324410500502869,1.012792352468808,1.5714367942554865,6.534903360640304,1.3017418401467868,0.9668405296562881,1.3340204659275707,1.4400409342176814,1.7328435095145567,2.023355581247134,3.5731057431425857,1.0833373144405003,S210
0,33.281950996719765,184.47337278106508,72.77403588283175,98.7152892582164,99.01010031485171,0.3944961529445268,0.5351194471593076,170.0,48.925799999999995,0.2877988235294117,74.0,135.0,228.60000000000002,47.337278106508876,79.88165680473372,54.0,508.0,9.38888888888889,132.8125,0.024969495539247696,0.010824376482081824,0.6975913509543871,-3.6901003775678323,70.01071333859197,75.82076406077819,0.923371245408067,16676.40877075112,1.0829880234770233,4.929072641936907,328.45191763479954,0.6745562130177515,0.6826347305389222,0.9385964912280702,0.15555555555555556,49.81769675411294,49.778441165176716,49.91920525737639,47.30538922155689,0.4999404438672758,0.5000595561327239,49.50225301834468,49.50814969505066,0.516151349226266,0.48384865077373396,54.47242254792599,52.74033982181379,0.5086907047215741,0.4913092952784261,52.046699569386774,51.14978167474394,0.6229435426746682,0.993879953522715,0.8258338746808841,0.6263207398151102,0.4563934863913177,0.6114505464416842,-0.700741683297483,0.00032136332409789226,0.05736306678933061,0.8732411277852282,0.6176703527699483,0.7160364899461813,0.715676654284173,1.0128102064469688,1.3188229181054458,-0.5005825691008069,0.0002786672107692018,0.03253247457868316,0.9300136606403897,1.6522579096170285,6.527809169881976,1.2688622829935285,1.2319933726960552,1.3725426623929193,1.8074468119638019,1.8553079822691,1.9665085862764073,3.423442083467348,0.8758437202700811,S212
0,34.529565000562776,178.22285714285715,65.4917871736,90.1943941474867,90.45467375130443,0.3674713121735227,0.5060764684924227,168.0,41.5128,0.2471,58.5,138.60000000000002,217.40000000000003,44.57142857142857,72.0,33.0,499.0,8.333333333333334,132.8125,0.1230873999045027,0.02246321243718164,0.8456673450163947,-2.094860607614578,63.96111319956415,67.33772268019192,0.9498556032750863,13530.82605942617,1.0527915996410577,4.838294421126991,283.5703551066607,0.6514285714285715,0.6609195402298851,0.9217391304347826,0.2391304347826087,50.05132033218251,50.18365993758431,49.7294357159182,45.40229885057471,0.47569366193451756,0.5243063380654823,44.11434171002295,46.313614273256874,0.5316595673270685,0.4683404326729313,49.09929332707468,46.08284160657103,0.5051149305676208,0.49488506943237914,46.67341721862023,46.19837203618942,0.6389717894855786,1.8720578474506797,0.8932405870558486,1.2201537260180715,-1.3245071283745204,-1.5479727747750984,-0.32537230919044263,0.000523165165949369,0.18521054532512485,0.6458817067606516,2.879426156468459,0.6458817067606516,1.807261926147714,-5.293635981212921,-5.357788675551916,-0.09666261391072972,0.0025057659265159756,0.44455511757561156,1.0332044376731875,1.6999519199749324,6.360652624263863,1.3524081426238677,1.4220746245129812,1.3868365786434824,1.612750069463338,1.7674131403995146,1.995268394417592,3.0197915584364448,1.1070370794722317,S214
0,34.8459515984617,178.68,86.3422114105515,119.90702816056634,120.25308077129546,0.48322258456767125,0.6710713463206086,159.0,51.891,0.3263584905660377,72.0,120.0,216.60000000000005,48.57142857142857,76.57142857142857,34.0,486.0,9.722222222222221,132.8125,0.08586815348294645,0.009740416125823138,0.8981219344073346,-2.454942258162973,85.03176887195664,88.04172255605387,0.9658121899854826,23519.041438608427,1.035397989763446,5.078389727263583,364.63289019939685,0.7142857142857143,0.7241379310344828,0.9365079365079365,0.3333333333333333,50.00342723970114,50.34386990490466,49.88524820763504,45.97701149425287,0.48929116339604883,0.5107088366039513,59.47917010433633,60.767014553978775,0.5231987784426391,0.4768012215573607,63.682762098804524,60.79350888132903,0.5068344863179786,0.4931655136820213,61.616823452826225,60.78026316127506,0.6149557524282744,1.9309757177212692,0.8594335964811004,1.3276794642215366,-1.5740939688520843,-2.0127824895578055,-0.2575081532910161,0.0008176155226738167,0.2220358500130832,0.9163217916752584,0.635041853604531,1.522553547299749,1.2050326204974833,2.7137307962179626,1.7137307962179626,-1.0,0.000520184659666868,0.052117948892444504,0.9267526209482808,1.4708517491479538,6.512480077690414,1.1670786048565522,1.3398416909801232,1.19837338233809,1.5101625419716893,1.8640109101994813,1.9609417782589469,3.662118178013061,1.0644587302617612,S216
0,30.19263724790129,208.90604026845637,159.75540181544594,184.47421631893843,185.10058025718408,0.7647237083721993,0.8830487432621784,159.0,51.891,0.3263584905660377,70.0,120.6,232.8,54.36241610738255,77.85234899328859,43.0,1330.0,8.764705882352942,132.8125,0.06167610604310348,0.0074223634428715515,0.8925828097483682,-2.785858683316842,130.88587550141963,185.0306650469646,0.707373966732477,76082.7785766559,1.413679393121053,5.588256474806947,1046.2961530895109,0.6711409395973155,0.6802721088435374,0.91,0.2571428571428571,50.04817228676679,50.33418756451372,50.06806231366453,48.97959183673469,0.5044261457597254,0.4955738542402746,92.95904664819608,92.13975631548823,0.459341828152518,0.540658171847482,125.40409173464403,136.0520517446576,0.4743775087383123,0.5256224912616878,110.38018521802839,116.18927549005663,0.7690591257073889,2.2152466046401775,1.1084064068337098,1.3703135380244098,-0.5839616599561888,-0.2576661970338816,-0.3817706657840735,0.0028411680476693973,0.3525100868263949,0.8702168330835021,0.22031554594461744,0.6830410765189772,0.7931988494912858,1.066279578760185,-0.07538710282698902,0.0,8.28390338727559e-05,0.004358876496901262,0.809283074317273,0.9235879856980982,6.4513589366104265,0.7717153037713028,0.699160548019298,1.0561245116800047,1.06169895410031,1.1541384557912602,1.9658788365765731,2.188147822906092,0.8721143179081805,S218
0,30.29785921207954,206.43421052631578,98.03024746431915,150.9364148391743,151.42710789889145,0.47487403960024577,0.7311598908647617,171.0,42.9954,0.25143508771929823,65.25,148.0,237.80000000000007,57.89473684210527,80.92105263157895,86.0,474.0,6.608695652173913,85.9375,0.01620105353644583,0.0054800666489947724,0.7472424578562702,-4.12267900574442,107.07513485077315,86.59428833720462,1.236514981609579,29129.145852728092,0.8087245321510734,5.171297860058544,280.12370128984384,0.7171052631578947,0.7284768211920529,0.9545454545454546,0.2857142857142857,49.13305459911461,49.16789979882664,49.119523677709104,51.65562913907284,0.49554686964034267,0.5044531303596573,75.38140796421003,76.055790925697,0.4769704961214749,0.523029503878525,59.80465719007056,62.62566367716251,0.48820211696401106,0.5117978830359892,68.04025899527619,69.66511711157315,0.4797123579260365,1.6074653040091567,0.7584893457872992,1.035403191953141,-0.7360342805725608,-1.2268812544130214,-0.3277326139014043,0.0006078246810788838,0.16268678664192576,0.6402773900358765,0.8985859610114979,0.9945242944098629,0.545231313904114,1.8964433236768423,0.798661327707453,-1.0,0.0010044964813078557,0.07675126352050748,0.9509743628999141,1.2878542883066382,5.9214710712047225,1.0451100631596784,1.1672960117467361,1.2648374287585507,1.336979888221046,1.7827270104937847,2.0045391452674597,4.206698396290326,0.9536746728215244,S2110
0,32.230684068480535,189.56363636363636,46.68280235243723,67.95873927540474,68.16582815960444,0.24626454338999113,0.35850092654395366,189.0,45.9606,0.24317777777777777,62.0,158.0,223.0,47.27272727272727,83.03030303030303,65.0,398.0,5.15625,93.75,0.027826467050302974,0.00965911461519368,0.7423245369009615,-3.581767659030598,48.20051933685322,45.2785871729879,1.0645323175103059,6856.373337134932,0.9393796539110884,4.543064567337144,170.13513419257768,0.6727272727272727,0.6809815950920245,0.9819819819819819,0.08,50.344597598932864,50.089160922790576,50.490892661948,48.466257668711656,0.5084722266231503,0.49152777337684966,34.37099112150894,33.79344511166829,0.5482382980220974,0.4517617019779026,33.52567668065806,30.433196668865477,0.5271131773295489,0.47288682267045096,33.950964843218124,32.15724173495904,0.47157802694169926,0.9048983206244503,0.5013488895485476,0.5725465649546579,-0.34767606944941853,-0.2952168112834712,-0.42131969550238707,0.00010867633338738073,0.025613799617321874,0.518644179917076,0.46357725087728463,0.2012629032685047,0.2868555544784337,0.9967399654453721,1.4021186601208142,-0.31536485871998376,0.0003450137997642248,0.024103945472576528,0.7672476904496186,1.6012411452299218,5.575218204357285,1.4246890164590458,0.7444220073411568,1.2982216729572837,1.6737911519587148,1.5256378713050331,2.024094495479817,3.4552641965782556,0.8035987870086344,S2112
0,36.32714048686222,169.05945945945945,49.39010341074029,61.606482578152225,61.77449909483424,0.2921463464313516,0.3644071900805142,161.0,54.856199999999994,0.34072173913043474,71.0,133.0,219.0,45.94594594594595,76.21621621621621,43.0,266.0,10.277777777777779,125.0,0.03902187784223864,0.009364977641419511,0.8064561636045481,-3.243632819823707,43.68116721435953,54.643295654984186,0.7993874946738363,7498.613892472301,1.2509577728733636,4.581951102088875,273.4258217400791,0.6324324324324324,0.6413043478260869,0.9152542372881356,0.1509433962264151,50.09605122732124,50.02854553484383,50.164665087035,52.71739130434783,0.5219819401843784,0.47801805981562134,31.55894822573709,30.200694813416376,0.4317090931612572,0.5682909068387427,35.90314416016367,41.192887728982036,0.4669046756699863,0.5330953243300138,33.80090955655076,36.117419389164795,0.7056804353886198,0.9062937092241015,0.7964232670405138,1.0693362013194383,-0.5433044545604648,-1.325154078914656,-0.19886921700850002,0.00011655739942915154,0.04393552520026004,0.7285235086652863,0.405181942830811,1.0252296308691613,0.8226386594537558,1.7494003685294635,0.7491814930646234,-1.0,0.00011609674698575195,0.014789449845331985,0.8354457034515628,2.4744353499207046,6.324507679789144,1.5361533516148054,1.3542492688091636,1.434277115456682,2.034413022328192,1.7566541627248338,1.978054661071123,5.2694838301392055,0.9363339113074334,S2114
0,35.08341272522059,174.97206703910615,61.81809398110035,82.73784238060449,82.97120836858154,0.35330264440028614,0.4728631477052428,160.0,42.9954,0.26872124999999997,81.0,134.0,223.0,50.83798882681564,77.6536312849162,55.0,507.0,8.136363636363637,101.5625,0.03971520980834737,0.02262684788685229,0.6370532394442515,-3.2260210460620127,58.66950408066603,65.10465818579138,0.9011567791852754,11999.809540619173,1.1096848218842537,4.786144462999871,288.9826040909405,0.664804469273743,0.6741573033707865,0.9416666666666667,0.1568627450980392,49.94549418604651,49.987213273703304,49.87814363972635,50.0,0.4867707064705362,0.5132292935294639,40.93311341702827,42.03086033308125,0.5194042239282409,0.4805957760717591,46.92073446564597,45.13381431579956,0.5047795383017806,0.4952204616982195,44.02882633461263,43.60994390636186,0.7091282009043038,1.6380928872980767,0.8720818046693317,1.1138365841035445,-0.8952683917611335,-0.736936308976619,-0.35241692866820823,0.0004740165180748748,0.12954874320048831,0.3374618868767475,0.6367426715440111,0.1857475383546472,0.15894967203879856,1.0134891950770257,1.3401620031854857,-0.542085865316467,0.0002659640709925637,0.0349544680055681,0.9910459042409641,1.538924128106442,6.424380462326909,1.4727711785413133,1.274222944955797,1.3437140548181463,1.6204374998304212,1.6517635507720305,1.9986072240196622,3.0044014058462802,1.0034166405270513,S2116
0,33.00854247270539,185.125748502994,41.54068692703701,56.60979309888701,56.780769837095136,0.2243917297456068,0.3057910288366584,181.0,32.6172,0.18020552486187844,52.0,159.0,220.0,40.119760479041915,65.26946107784431,45.0,267.0,8.789473684210526,140.625,0.0554526377757315,0.005022314207709371,0.9169521588196619,-2.8922259959703682,40.15006739280255,42.962530904281586,0.9345368288999298,5419.085570519448,1.0700487868168114,4.440896118791306,183.88801629082514,0.6766467065868264,0.6848484848484848,0.9646017699115044,0.12244897959183673,49.79341596694656,49.4474521726063,49.95523764113827,50.90909090909091,0.5080125945768128,0.49198740542318714,28.61711714934602,28.16213877897168,0.46037320297063067,0.5396267970293693,29.150423986823522,31.559972165541822,0.4825827929412094,0.5174172070587905,28.88500140688044,29.909345560341464,0.5631167141268937,1.3570349949783798,0.6481513663381071,1.156767011799756,-1.0743942633191796,-1.7947289174763386,-0.12520078896730877,0.00129199922539156,0.14424893109692288,0.5569725087337393,0.871830934437094,1.2216436113960625,0.7857281441775155,2.866630424311909,1.8545714415492174,-1.0,0.00022276118216394585,0.04837861252471663,0.7917559066948412,2.202501634437063,5.904595591626721,1.6742018094153979,1.094398314406312,1.5540192405247701,2.0694976155817604,1.7472778282278967,2.0120529301743932,5.02533440882441,0.9284897613290723,S2118
