,level_0,PPG_Rate_Baseline,PPG_Rate_Max,PPG_Rate_Min,PPG_Rate_Mean,PPG_Rate_SD,PPG_Rate_Max_Time,PPG_Rate_Min_Time,PPG_Rate_Trend_Quadratic,PPG_Rate_Trend_Linear,PPG_Rate_Trend_R2,PPG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_HTI,HRV_TINN,HRV_HF,HRV_VHF,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_DFA_alpha1_ExpRange,HRV_DFA_alpha1_ExpMean,HRV_DFA_alpha1_DimRange,HRV_DFA_alpha1_DimMean,HRV_DFA_alpha2,HRV_DFA_alpha2_ExpRange,HRV_DFA_alpha2_ExpMean,HRV_DFA_alpha2_DimRange,HRV_DFA_alpha2_DimMean,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC,index
0,0,32.99939441128125,141.54606013417327,-8.848451015054835,7.295136264663618,16.216174611935084,0.893496748374187,1.6048524262131063,-19.637540893622425,35.111243574471594,14.403134968280607,36.83732800374274,116.36577181208054,86.58522068256273,112.27689437324587,112.46639137622043,0.7440780852843006,0.9648618543480482,103.0,25.2042,0.24470097087378642,33.0,46.644295302013425,69.79865771812081,6.7727272727272725,109.375,0.015491219832796202,0.016550590379925557,0.4247471560225474,-4.167481877957621,79.52574799770572,93.37036444597908,0.8517236541763379,23327.418957693044,1.1740897356749511,5.07483679927241,438.5007460490137,0.6879194630872483,0.6915254237288135,0.9264705882352942,0.3582089552238806,50.0,50.52262344584245,50.01017543430242,47.79661016949153,0.5059890299496904,0.49401097005030964,56.56897547672652,55.895398809813564,0.44338452993639216,0.5566154700636078,62.17264187271922,69.66051650211587,0.4697056776720793,0.5302943223279207,59.43688410372757,63.15410979283005,0.672676464017218,2.637644835506883,1.4952871091088444,2.6025999871890213,-0.15797520800525594,0.7314619170939188,0.193785350499169,0.6650739228005503,0.555098125738648,0.8716891677697237,1.0473348164848857,1.1164844134342318,5.635467420077341,0.9791860301233999,0.852354192429555,2.0058898820128968,2.815792437413569,1.1308251991239888,S210
1,0,27.187983718397067,155.66915913874578,-14.430508635340589,4.901081055845797,23.444983103794165,0.6683841920960479,0.3572286143071536,-23.5404258507573,52.261409723087084,21.010255198198895,32.156077031985085,141.23886639676113,112.65561787749479,164.38259704537495,164.71380960370703,0.7976247668331484,1.163862336473302,108.0,37.065,0.3431944444444444,60.0,60.72874493927125,78.94736842105263,5.145833333333333,93.75,0.13355042919951202,0.011450350458489189,0.8684970389486174,-2.0132761256573737,116.47025172585111,108.43426390453496,1.0741093039409666,39676.32348489616,0.9310039456235456,5.305501532410748,403.8109101436274,0.6882591093117408,0.6926229508196721,0.9053254437869822,0.25,49.48522085685819,47.745078365994736,50.7721847309644,53.278688524590166,0.5258947097952062,0.47410529020479375,84.46460434853822,80.19785482397485,0.45029668668892525,0.5497033133110747,72.76389045283851,80.39530978039481,0.4907943168157381,0.5092056831842622,78.83163432781215,80.29664299661908,0.3990905548906255,2.835841072792543,1.31284947676223,3.4016437613724486,-0.316781207836198,0.6710660509620394,0.3047855587083086,0.6464894747277837,0.7155688909358995,0.9073999041608392,1.2020335944738547,1.5482582300579948,5.7977531532207776,1.2498401098459948,0.998952642039671,2.068159509373563,4.474698349806084,1.158466479097362,S212
2,0,36.387652548456565,138.15780199699796,-24.8213874882156,-3.770670393521577,19.169253708444764,1.4457728864432213,0.7074037018509254,12.247360474829597,-11.519581830292914,16.431315738793206,39.89744348334076,105.53030303030303,62.390334108589684,85.48095648138622,85.61084276274217,0.5912077603972604,0.8100133708214631,101.0,29.651999999999997,0.29358415841584157,43.0,43.63636363636363,69.6969696969697,7.333333333333333,125.0,0.11979792417597646,0.04297404387780628,0.6757238200153945,-2.12194892086346,60.53600746063025,64.24372159173078,0.9422867474169216,12217.837328904521,1.0612480784021285,4.793964448499684,272.7141043545025,0.6757575757575758,0.6779141104294478,0.9457013574660633,0.26136363636363635,50.20492894022461,50.5437477635754,49.81453772807822,47.85276073619632,0.4845164373891692,0.5154835626108308,42.13758677845939,43.4633115537635,0.5346838403386078,0.46531615966139217,46.976344705942694,43.82326781544554,0.5110894081140966,0.48891059188590325,44.622601792386256,43.64366078392014,0.6226711080948704,2.6671589690363313,1.1727891049412833,2.694535481016777,-0.3059943066196413,0.560123027915385,0.5499144799520501,0.5377633131869103,1.0079325594876107,0.7530562153713715,1.1917204849810106,1.4290562204579722,5.6007934521658855,1.2814172003023558,0.9427679643862408,2.034919033577767,2.673774802211311,1.0648046454494675,S214
3,0,30.068838916934375,152.7883039402085,-24.12456647111394,1.9572236954369586,37.64743127978891,0.6683841920960479,1.3147073536768383,5.508026226363635,10.852662067980102,33.955865025864604,34.86198729838814,127.70695970695971,194.6108537567055,264.57607601595424,265.0575796167013,1.523886045077461,2.0717435966141435,98.0,32.6172,0.3328285714285714,44.0,54.94505494505495,75.82417582417582,6.658536585365853,0.0,0.14319760490733618,0.022094949735902678,0.7396735785049545,-1.9435297501028936,187.4240119518627,200.25114678197795,0.9359447621836557,117909.85752220372,1.0684391220555547,5.7785202245440725,855.8246378334181,0.6886446886446886,0.6902985074626865,0.9243243243243243,0.30158730158730157,49.12536443148689,50.66677356663111,49.21107731962229,47.01492537313433,0.48987785591447464,0.5101221440855254,131.18352120659958,133.86667239406444,0.49940838209971916,0.5005916179002806,141.5151465647708,141.6826915337534,0.49495800291728176,0.5050419970827182,136.44715633425807,137.83009660104807,0.5987682103266446,2.3870589999469294,1.1329832752034767,1.9701097949762025,-0.15220443663508756,0.792786324307573,0.5436237792822697,0.49581664334641806,1.7535497199197438,0.748033585570659,0.7660663318575236,0.7410241026567737,5.7568241028412706,0.6382294554454915,0.18641203840187184,1.982953614226799,1.8991778847935001,1.067176765835585,S216
4,0,13.137829912023461,161.40762463343108,0.0,32.10109249283829,32.18129565457381,0.9485242621310656,0.0010505252626313022,-26.874561889993316,71.51737493524463,26.656012903692666,15.152765359509644,292.2857142857143,551.3164851771505,705.191451345553,708.1921968960537,1.8862245338416685,2.412678474789282,114.0,41.5128,0.3641473684210526,114.5,55.46218487394958,77.31092436974791,7.933333333333334,70.3125,0.05531463207078444,0.006535197130235868,0.6120893358013799,-2.894717811044376,500.7675048085982,601.4725731613968,0.8325691430558783,946241.1717207218,1.2011014440549408,6.6829719505905425,2889.718304734379,0.6470588235294118,0.6610169491525424,0.9230769230769231,0.21428571428571427,50.54735547355473,50.69309994253784,49.35362143169077,50.0,0.48464601918910183,0.5153539808108982,348.62011259533335,359.4950637417722,0.5325851320870305,0.46741486791296966,438.9452438894064,411.2132404632192,0.5129590147341383,0.4870409852658617,396.36404355031584,386.22081118640034,0.8252749943198633,2.5894753415759655,1.4017851157639634,2.51123111899123,-0.34940748701374774,0.792786324307573,0.5436237792822697,0.49581664334641806,1.7535497199197438,0.748033585570659,0.3473441269033175,0.23534871285335396,5.911325641966284,0.45020067842361045,0.24967360205824435,1.9734314825670833,1.890774846634546,1.1008532563264786,S218
5,0,20.853374709076803,162.00376814806606,0.0,38.79971044212826,38.436949691291254,0.14912456228114054,0.0010505252626313022,3.720933279418186,2.2248607372957876,37.734192332337514,24.908745653590696,184.14285714285714,180.02436511893094,244.6853602729736,245.33870369599703,0.97763425588248,1.3287800790619204,104.0,47.4432,0.45618461538461536,128.0,68.78306878306879,82.53968253968253,7.56,93.75,0.02728767294660272,0.046715614439516065,0.3167639123238711,-3.6013202191837785,173.4806610709566,186.96354942418412,0.9278849358885594,101896.17589053567,1.077719834994823,5.715127995432374,805.9773025419124,0.7301587301587301,0.7365591397849462,0.9343065693430657,0.35,50.03137353328731,49.51892869036527,50.381557982929856,50.53763440860215,0.5113737584772348,0.4886262415227652,124.05672973488123,121.26612578140725,0.42592425118907606,0.5740757488109242,122.01778266645496,141.6581431702784,0.46545712416409696,0.5345428758359029,123.04147975246316,131.8569353285658,0.41675475014042856,3.1102080102967107,1.654978935070862,3.16990658151885,-0.19290102065434445,0.8148633070224247,0.464079532502399,1.052928356946745,1.451173200697827,1.4674460321382636,0.8813819970150081,0.8592740514339193,5.767128699838381,0.8456181027178936,0.8386844047125362,1.8234175301077522,3.0366569497463387,0.9202728876036227,S2110
6,0,33.457556935817806,141.08789760963674,-8.194399041080963,11.35102497444921,25.286553886412662,1.3147073536768383,0.5643321660830415,23.30547047431871,-27.993425062474405,20.566404119067965,38.46117665154912,114.77227722772277,83.79182828403476,118.14092494007046,118.33690250532408,0.7300702774920214,1.0293507090189025,104.0,32.6172,0.313626923076923,44.0,52.475247524752476,75.24752475247524,6.183673469387755,0.0,0.05082912848946715,0.03291179982119397,0.5139153861188244,-2.979285693264113,83.676826226126,84.12628790170558,0.9946572981312959,22114.99258849766,1.0053713996556821,5.051656908120268,338.31265526229845,0.6666666666666666,0.6710963455149501,0.9405940594059405,0.25316455696202533,49.897706930355476,49.18424972157823,50.67813531795502,51.49501661129568,0.5173969857877564,0.4826030142122438,60.189057073209966,58.130038094806494,0.5176592354377396,0.48234076456226055,60.527635587211584,58.42634377010404,0.5175288129263508,0.4824711870736492,60.35858373562293,58.27837924670705,0.41580348698062364,2.447659948372986,1.0747467237552941,1.9441967495414936,-0.06010718013065515,0.6280799701280848,0.48956568987303495,0.7374879181284678,0.5305588979778575,0.7736896057281041,1.1919813544833922,1.4128613885046124,5.63748508088205,1.1761083019472662,1.0340803476302256,2.063922286123399,3.374368622379881,1.1426181759269438,S2112
7,0,30.793285812830533,143.752168732624,-13.726619146163866,15.946067059711517,33.26903945028695,0.19814907453726863,1.0905952976488242,-22.28810672966284,33.81011012296161,31.52545271177329,35.231652221534304,124.70250896057348,88.56908672431298,121.68425351686567,121.90139789611877,0.7102430212716522,0.9757963535067119,105.0,38.547599999999996,0.36711999999999995,53.0,56.98924731182796,79.56989247311827,7.342105263157895,0.0,0.082345852556548,0.013801404025774778,0.6628320210357994,-2.4968271872388232,86.1973050884651,90.32403409522968,0.9543119497694964,24459.461240961944,1.0478753831402186,5.095416996731797,378.59332733723585,0.7096774193548387,0.7116788321167884,0.9435897435897436,0.3076923076923077,50.43844856661045,49.82638563279802,51.09288388593354,49.63503649635037,0.5249523729934344,0.4750476270065655,62.454228727289376,59.41149410483592,0.45450700250299747,0.5454929974970024,60.89387555742645,66.7110714561899,0.48808437460178256,0.5119156253982174,61.678986560756314,63.166813623143234,0.6054755072016377,3.5229765090148697,1.9694389812889632,3.563445069439607,-0.4248882375353896,0.5244871861988553,0.41950322965527387,0.5043253384886707,0.757002386874275,0.7464760576769417,1.220268901302278,1.5002736645370274,5.7066113570660715,1.2713478144887391,1.0973434992581799,2.0355362495509928,3.23090155827348,1.1647485751726432,S2114
8,0,39.37667425180747,143.48046860533537,-17.931675429697908,11.35931258340996,34.385685729883086,1.549824912456228,1.9,-11.451101394565844,28.41190529278923,33.72358620533466,45.14516175707116,97.51966292134831,55.21244150359108,80.86720117174893,80.98125316619269,0.5661672718056983,0.8292399578633701,99.0,31.1346,0.3144909090909091,43.0,52.80898876404494,76.68539325842697,5.235294117647059,0.0,0.07818906622232116,0.03735500038518283,0.6598516456436259,-2.5486254593352227,57.26239326279942,53.21360137866778,1.0760856581632288,9572.866886439451,0.9292940505376687,4.688012129923042,197.8043326755162,0.699438202247191,0.7017045454545455,0.9068825910931174,0.345679012345679,50.096215522771004,49.678538128599456,50.705020358902054,50.28409090909091,0.5224378468626643,0.4775621531373357,41.38922319408966,39.57171848624725,0.45638643773313764,0.5436135622668623,35.94918235980459,39.23447029525527,0.4918296230094059,0.508170376990594,38.76474886381089,39.403455199411574,0.5782675203068,3.3660876439217104,1.622842139817212,3.8083925651787345,-0.6147723063502062,0.49671951003474757,0.13139727518884925,0.49022746746316076,0.26511630813939946,0.9212887208608145,1.204460253341431,1.3393008276565603,5.291461696560712,1.3727663891107307,1.101711279194333,2.042081812742404,3.5463671636270546,1.0713707988581123,S2116
9,0,9.035294117647059,173.8218487394958,0.0,28.87640689064092,23.138322489982837,1.8939969984992493,0.0010505252626313022,-14.995968137651706,34.70315845485905,21.935787028127645,14.034430269467894,425.0,905.5472042530057,915.182440036261,921.8871402743612,2.130699304124719,2.1533704471441437,115.0,42.2541,0.3674269565217391,288.5,62.857142857142854,80.0,7.777777777777778,93.75,0.011737842185284727,0.0002745459820943397,0.9771447627009009,-4.444937281706803,651.8726483766746,1111.8420914487522,0.58629966736308,2276961.7916010143,1.7056124293871142,7.064325852989729,7585.486762763026,0.6428571428571429,0.6666666666666666,0.8478260869565217,0.375,50.02713599007599,48.79230497754921,53.27955223705755,47.82608695652174,0.5863977136870704,0.4136022863129299,499.18198526365575,419.2318167511509,0.23635924299104874,0.7636407570089514,540.5419530275847,971.6003465078942,0.32590344790678494,0.674096552093215,520.2731289402905,748.2521465090263,0.9885978669652354,1.5501032491672495,1.262820268781798,1.0142059916603425,0.2338067846756092,0.49671951003474757,0.13139727518884925,0.49022746746316076,0.26511630813939946,0.9212887208608145,0.37130879996060906,0.26225844996022313,5.571860873964199,0.44027254994737164,0.3201405207648749,1.8035569426606808,1.5970429339074,1.31341778934535,S2118
