,index,PPG_Rate_Baseline,PPG_Rate_Max,PPG_Rate_Min,PPG_Rate_Mean,PPG_Rate_SD,PPG_Rate_Max_Time,PPG_Rate_Min_Time,PPG_Rate_Trend_Quadratic,PPG_Rate_Trend_Linear,PPG_Rate_Trend_R2,PPG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_HTI,HRV_TINN,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_DFA_alpha1_ExpRange,HRV_DFA_alpha1_ExpMean,HRV_DFA_alpha1_DimRange,HRV_DFA_alpha1_DimMean,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC,HRV_DFA_alpha2,HRV_DFA_alpha2_ExpRange,HRV_DFA_alpha2_ExpMean,HRV_DFA_alpha2_DimRange,HRV_DFA_alpha2_DimMean
0,0,48.81848870423267,43.489203603459636,0.0,9.979552275303881,9.622065862896038,1.598849424712356,0.0010505252626313022,-8.40861775904704,26.566979123324206,5.589436852867939,50.816128320751304,1229.0425531914893,444.52298465948587,609.4142386634187,611.5846979400056,0.36168233842284836,0.49584470210647763,1265.0,400.30199999999996,0.31644426877470355,535.0,90.78014184397163,96.45390070921985,35.25,937.5,0.006122399119084766,0.0496216242757551,0.08277948568643996,0.012673940765642433,0.5994434957438203,0.3281908810366433,0.5474926050025902,-2.491575005698006,432.4556871833043,456.70923719378555,0.9468949869297469,620484.9914701107,1.0560833184284173,6.499701391041434,1929.2920270900968,0.6879432624113475,0.7,0.9387755102040817,0.25,50.48384695548608,49.95158042084027,51.039476018830385,50.0,0.5392237565872985,0.4607762434127015,317.5694565165709,293.5616072755207,0.44232201767438833,0.5576779823256116,303.7449558452598,341.06059452345215,0.4881330874526329,0.511866912547367,310.73409686874487,318.19863796289076,0.6183749784638161,1.69926912500849,1.0732915323578809,1.776758459048526,0.1852493406482553,0.7780171296194203,2.2192034840549946,6.740511192778297,1.5656983219115046,1.5214583909946917,2.0392299128941413,3.729608175502491,1.0127023194891906,0.46674251450827875,4.370555672689551,1.9663717763059025,10.795809889826335,-1.1726229815984275
1,0,43.367641956748,61.89551593798885,-14.38213471037119,4.133974906973393,21.035196975524055,1.7159079539769884,1.2136568284142069,47.26319955884701,-66.70065598352865,5.684080582136596,44.64850412333371,1383.52,561.7146933935355,739.3611017017852,742.3601928403614,0.40600402841558886,0.5344057922558295,1370.0,437.36699999999996,0.3192459854014598,625.0,93.60000000000001,95.19999999999999,31.25,1195.3125,0.010032381630072655,0.04094303000227346,0.036581432271007866,0.0007324193865402321,1.1192298239979608,0.46373736144834155,0.41433613678363385,-3.308214482302395,524.9279264403725,599.9411168545046,0.8749657452927602,989368.7256540927,1.1429018854508457,6.702328287982554,2742.6953344499975,0.664,0.6747967479674797,0.891566265060241,0.2962962962962963,49.93345164152617,49.88722534004792,49.79532938731352,51.21951219512195,0.4880626596956269,0.5119373403043732,366.72260290262284,375.5850449848345,0.502643453432133,0.4973565465678671,425.3423659891228,423.0995336648406,0.49632108529084196,0.5036789147091577,397.1155976443759,400.0483354568956,0.6544128940988347,1.9320126108052018,1.1908412158748307,1.2449722280902025,0.3003702129878789,0.7362694238328955,1.9534008207844709,6.575745184644782,1.4202943134637174,1.4823607141769906,1.9892639556214002,4.2285290378554485,1.114525485545934,0.46674251450827875,4.370555672689551,1.9663717763059025,10.795809889826335,-1.1726229815984275
2,0,43.7816707687853,94.14936371397334,-11.172975116611383,9.772093185654306,25.19103876142981,1.0245622811405701,0.4692846423211605,-3.0647158749205583,24.7079605414302,20.90666337336295,45.126074484903526,1370.436507936508,490.7655325473744,627.2932328664162,629.8057611471918,0.35810891617761215,0.45773242994740665,1360.0,300.2265,0.2207547794117647,378.75,90.47619047619048,95.23809523809523,21.0,976.5625,0.005609439857933916,0.03670697404914522,0.03477742498725614,0.0016675506546775013,1.0554828042213058,0.4660529005306931,0.44155423344346084,-3.3587868099660603,445.33992453753433,534.2896248532311,0.833517822210882,747512.1306032565,1.199734394817772,6.580588354732585,2564.022558922823,0.6507936507936508,0.6639999999999999,0.9036144578313253,0.36666666666666664,49.587132289695504,49.680733366715494,49.819016554925106,47.199999999999996,0.5097683132366005,0.49023168676339945,317.9700292734034,311.8174804738058,0.513007401326244,0.486992598673756,382.68245932812147,372.8532399596215,0.5116795299848678,0.4883204700151322,351.81728510233,343.6929441212165,0.8200961512575565,0.887320481614891,1.0613235870514788,0.49945926085175874,0.7207705209583034,0.8104532848512949,1.577832573018769,6.533833074444943,1.3585325468656007,1.3110875883453181,1.9769173717454307,4.232994840829027,1.218255224738081,0.46674251450827875,4.370555672689551,1.9663717763059025,10.795809889826335,-1.1726229815984275
3,0,44.59412379514574,0.0,-25.516222364303133,-19.780307357438208,8.34563665816514,0.0010505252626313022,0.8394697348674337,19.192502422742383,-47.28451268266034,0.947246712466902,45.82605852248366,1345.46875,602.330917726144,654.5876865402211,657.1776079941736,0.4476736585120568,0.4865127388058779,1297.5,485.5515,0.3742208092485549,590.0,89.84375,94.53125,32.0,984.375,0.001524110077697026,0.01523303238955207,0.011379896223578182,0.0007979586769023358,1.3385915029691144,0.5264570166002863,0.3932917663324158,-4.475906969519014,464.6947430566349,685.4300894869244,0.6779608164043105,1000646.7695241581,1.4750114989000151,6.707250907601304,4044.0690547411195,0.6015625,0.6141732283464567,0.8974358974358975,0.16666666666666666,49.81394596343633,49.993085566631635,49.69140279264478,51.181102362204726,0.5063655876040106,0.49363441239598965,330.6751150994458,326.4916926919051,0.36742197600126086,0.632578023998739,415.47579711063844,545.155271082774,0.4111748926891084,0.5888251073108915,375.4771429333297,449.3278841704342,0.6789332399862051,1.7953300799004035,1.2351436364450936,1.5323618550730154,0.27984068628280695,0.8461528274194152,1.8390123540786005,6.628829882778695,1.3542811732687936,1.4118269069679992,1.9789036681156733,2.803219484074094,0.984375,0.46674251450827875,4.370555672689551,1.9663717763059025,10.795809889826335,-1.1726229815984275
4,0,48.30302328275222,96.27528997025983,-10.328339738448427,1.8857331609458896,21.69250704269972,1.7249124562281137,0.8704852426213107,43.67959719767977,-64.39957602364639,10.508453323261236,50.15271633267684,1242.158273381295,400.36398763387626,503.70511271944633,505.53734270198083,0.32231318360424416,0.4055079964554792,1315.0,340.998,0.25931406844106464,465.0,92.08633093525181,96.40287769784173,34.75,945.3125,0.003259673457799149,0.0531486945642616,0.05920122231768479,0.006758647092291675,0.8977634664206052,0.43433406968683475,0.48379566103144117,-2.8268130900471395,357.4688831675982,441.05551128240336,0.8104850161110775,495314.8735757472,1.2338291024777555,6.401851479363361,2176.748502513741,0.6258992805755396,0.6376811594202899,0.9090909090909091,0.125,49.79185520361992,49.85738086022512,49.666499766993965,47.82608695652174,0.49019798247518076,0.5098020175248192,250.28013501954456,255.23568613039313,0.5514457103803442,0.44855428961965593,327.525135228138,295.39338148708094,0.5271633883541889,0.47283661164581087,291.4728633952152,276.0457437643485,0.6847982601540543,0.863498416115879,0.9253119359650736,0.96062168596093,0.6516408478067361,0.8416539397968728,1.7147984280919266,6.562939543837577,1.4451146253650924,1.4140089342453708,1.9896135722650048,4.471740258564435,1.1779542782204366,0.3015602564483688,5.4197230752150425,1.818131467890975,4.809449591864196,-1.2903346131769142
5,0,43.94970584842543,9.86195334439968,-4.988666887386472,0.003106303823628309,3.7599027121488415,0.3292146073036518,0.6373686843421711,5.779938139411883,-13.782442150800145,2.4918888853031333,44.921148901251,1365.1968503937007,451.8394510374352,545.8826767954785,548.0493330244745,0.330970182730155,0.39985638454853945,1350.0,266.868,0.19768,340.0,87.4015748031496,95.2755905511811,25.4,1070.3125,0.006412714819325079,0.0282434898931326,0.020209417999029252,0.0016242680848155468,1.3975409828471685,0.4999742342391157,0.3577528246939371,-3.9016065456542397,387.5293998063704,510.41989639405773,0.7592364689232008,621415.5597561571,1.3171127058981582,6.500352233408646,2689.12212353534,0.6850393700787402,0.6960000000000001,0.9425287356321839,0.1875,50.48131663388884,50.44391735212933,50.588603071436886,50.4,0.5163287632194498,0.4836712367805501,278.469567457559,269.519201542302,0.5627576807326986,0.4372423192673014,382.9025958378252,337.5115890389183,0.5457800211685263,0.4542199788314737,334.7832865447026,305.41338603241974,0.8180516605943315,2.4676374205244573,1.7054677658808768,2.781030894068206,-0.04290778676622482,0.8684624347531913,1.6601310267496185,6.555459883554423,1.2449454613247681,1.1983326279942437,1.950977103934891,2.9233006106193336,1.100580265633412,0.3015602564483688,5.4197230752150425,1.818131467890975,4.809449591864196,-1.2903346131769142
6,0,40.21842766750454,13.72869701104132,-21.350503139202658,-11.709939775182104,11.531732223194625,1.9,1.3377188594297147,38.28578007843855,-65.4252837396512,0.9175919234446102,41.54364707848551,1491.853448275862,762.5827197247448,694.1026424534556,696.8932228088811,0.511164632562309,0.4652619486556346,1320.0,526.323,0.3987295454545454,703.75,91.37931034482759,95.6896551724138,38.666666666666664,617.1875,0.008137106708549835,0.009712330470966878,0.003118222312282635,0.0001967519782797382,3.114701101557173,0.4588991517528168,0.14733328714058416,-5.77049221124661,492.77792361110744,952.1672126465256,0.5175329680187613,1474057.2075967905,1.9322440536073222,6.875484448614737,7359.277738704431,0.6293103448275862,0.6434782608695653,0.8648648648648649,0.23333333333333334,48.12395162002295,48.35252835898869,48.018344262914056,49.56521739130435,0.49457287107867104,0.5054271289213289,346.6732560945942,350.45678212919614,0.5997373629305187,0.4002626370694815,737.3841114730842,602.4010897949174,0.5775081836184094,0.42249181638159045,576.1586909629056,492.80169902631985,1.0044790374955106,1.4327346757491999,1.5309187577576744,1.593830424026916,0.443274244203419,0.8460703977209718,1.5212136790192614,6.521605564018485,1.1673401590027577,1.3590525048272266,1.8767633196627476,2.779532955605024,1.1232899905812401,0.3015602564483688,5.4197230752150425,1.818131467890975,4.809449591864196,-1.2903346131769142
7,0,37.44798890429958,57.79010633379566,-8.462481657922766,10.162567187931344,16.68062624094972,1.6668834417208602,1.5408204102051024,22.194146366377968,-44.132942298876266,14.474935639822654,38.81445139537505,1602.2222222222222,773.9974924895185,768.3721717973156,771.9850399828528,0.4830774918450532,0.4795665427306408,1390.0,492.9645,0.3546507194244604,703.75,84.25925925925925,92.5925925925926,27.0,851.5625,0.005441113331999242,0.00973454580059075,0.005581312112577961,0.00011759408606995964,1.744132133132839,0.4663352575789164,0.2673738122932678,-5.188331384608026,545.8758567464431,947.0440711328906,0.5763996348062719,1624104.4219651122,1.734907414256257,6.917584058774163,6572.135122543528,0.7129629629629629,0.7289719626168224,0.9615384615384616,0.32,49.79866946778711,49.86850046293815,49.83411678978838,45.794392523364486,0.4957639695214757,0.504236030478524,384.3554700514754,387.6256643469023,0.5486434141675661,0.4513565858324337,701.4799700246186,636.2533491638528,0.5354561262016129,0.464543873798387,565.5984775899907,526.8168467231268,0.9870552692262778,2.892628420033945,2.1631575407149812,2.5846401342068255,0.028438296100712312,0.7846298181815179,1.1670494502213384,6.45614062710337,1.1440263175139413,1.16667547940044,1.836258467749924,3.166545961628386,1.1258145836939113,0.3015602564483688,5.4197230752150425,1.818131467890975,4.809449591864196,-1.2903346131769142
8,0,38.04094927873429,88.27484019494993,-14.919561995497297,10.051145111501327,22.437888526392147,0.44627313656828416,1.617858929464732,-20.144574676708757,22.629478431072705,17.838145879141024,39.35468806994699,1577.2477064220184,766.9991689111739,834.7474113411438,838.6204552196259,0.48628960802302207,0.52924306558972,1395.0,474.43199999999996,0.340094623655914,635.0,94.4954128440367,95.41284403669725,36.333333333333336,695.3125,0.009214547246607717,0.03919960530429655,0.017761745000929394,0.000587970381545993,2.206968138673616,0.5871380211735469,0.26603828613783964,-4.03070829168794,592.9942107275468,906.6919038734553,0.654019527685459,1689118.2877054978,1.529006333402533,6.934630173919402,5545.3506538692545,0.6146788990825688,0.6296296296296297,0.9117647058823529,0.15151515151515152,50.45850527281064,51.20476670948402,50.14863463414013,47.22222222222222,0.5023626415608317,0.49763735843916823,420.3090485127369,418.32763955862583,0.49609240620799083,0.5039075937920091,638.6178119027337,643.6283856933562,0.4979709838580343,0.5020290161419657,540.5980049635392,542.7962384214389,0.8051981888587495,1.5759373204725997,1.2168904659267805,1.0644054102591924,0.3959523238756318,0.7708011293684773,1.6397432619294294,6.497452444003284,1.3171219229240718,1.3619966126198604,1.902564217365003,2.9868459860379133,1.0555883809285114,0.3015602564483688,5.4197230752150425,1.818131467890975,4.809449591864196,-1.2903346131769142
9,0,38.587444595729885,10.193043209148165,-17.96888789469896,-4.606092803814718,8.995899568153604,1.5628314157078538,0.7014007003501751,7.897575697663058,-4.6217154993408505,4.882749882826175,39.555048404968,1554.9099099099099,579.9165229825528,716.8941851677085,719.9049724149406,0.3729582783456263,0.4610519108526646,1445.0,281.69399999999996,0.19494394463667816,387.5,90.990990990991,96.3963963963964,27.75,703.125,0.004406519976612293,0.047759772590143794,0.025378220641231516,0.00018119820637773745,1.881919669046828,0.6144655574206398,0.32650998208221077,-3.673863927852147,509.0496878045189,629.799904016545,0.808272094927385,1007192.8596456648,1.237207131454711,6.710082748201908,3116.771730555048,0.6846846846846847,0.7,0.922077922077922,0.23076923076923078,48.136324417601365,48.35352596618955,47.97224997623138,50.0,0.4725987961035216,0.5274012038964784,350.08174012741966,369.82282517220136,0.4184926031137228,0.5815073968862771,407.4238826866759,480.2641969955319,0.43988239773383003,0.5601176022661701,379.8364417444227,428.6155742236344,0.6541303298762129,0.4040577048574423,0.7086600499177689,1.0334849210729624,1.1485915231849428,0.7872174964331644,1.529672943965238,6.377617105030375,1.3511360760092357,1.138221993789213,1.9549185019951818,3.156990711021163,1.0405862137653317,0.3015602564483688,5.4197230752150425,1.818131467890975,4.809449591864196,-1.2903346131769142
