,level_0,PPG_Rate_Baseline,PPG_Rate_Max,PPG_Rate_Min,PPG_Rate_Mean,PPG_Rate_SD,PPG_Rate_Max_Time,PPG_Rate_Min_Time,PPG_Rate_Trend_Linear,PPG_Rate_Trend_Quadratic,PPG_Rate_Trend_R2,PPG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_DFA_alpha2,HRV_MFDFA_alpha2_Width,HRV_MFDFA_alpha2_Peak,HRV_MFDFA_alpha2_Mean,HRV_MFDFA_alpha2_Max,HRV_MFDFA_alpha2_Delta,HRV_MFDFA_alpha2_Asymmetry,HRV_MFDFA_alpha2_Fluctuation,HRV_MFDFA_alpha2_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC,index
0,0,32.45557090979207,142.08988363566246,-8.304627513565656,7.808075595593429,16.22902672857271,0.893496748374187,1.6048524262131063,35.60789065831321,-2.1318324055938422,0.11348310508470083,35.871904319249296,118.31558935361217,87.93354547706242,108.51288311314337,108.72054624524746,0.7432118282761004,0.9171478053397406,103.0,25.2042,0.24470097087378642,33.0,81.4,126.0,42.96577946768061,66.53992395437263,21.0,634.0,6.921052631578948,109.375,76.87703550432012,98.04147427320598,0.7841276977342441,23678.617051325997,1.2753024831153448,5.081326443801662,500.1301423556352,0.6653992395437263,0.6692307692307693,0.9137931034482759,0.3064516129032258,50.045233518036866,50.55566847591656,50.2499128376534,47.69230769230769,0.5159478156354718,0.4840521843645281,55.22040477439726,53.48632868614034,0.41501017281628705,0.5849898271837128,63.15957578760288,74.9866565729781,0.45344217101545226,0.5465578289845477,59.32295136419895,65.12981659852728,0.6073391865510321,3.1107362477952165,1.0676366899347993,1.8248899768139726,-2.3990996651787064,-2.5971083761729563,-0.2565678262128817,0.004713361279076925,0.7271038486499115,0.6695419664881792,0.3911048405990789,0.7376325687207053,0.8446539390587827,0.002146893645543102,-0.9978531063544569,-0.2263614273498984,0.00010336742248961979,0.01142387591349408,1.0151735008878986,1.0709519653945363,5.642114488681899,0.9441240763142593,0.6767811547166462,1.1521810065449933,1.0705731629015773,1.2012192647946711,1.9867747774678362,2.6874897805582716,0.8864207250550447,S210
1,0,27.006484498499855,155.85065835864302,-20.24280999521311,8.829136396891865,39.36069289145137,1.0395697848924461,1.9,127.85588119296091,-42.083433161796954,0.21278239786582753,31.87176734583501,142.1880733944954,132.21978088084597,182.5842649980682,183.00301201497754,0.9298936100920872,1.2841039381094579,103.0,34.099799999999995,0.33106601941747565,52.75,76.4,159.0,60.09174311926605,78.89908256880734,21.0,678.0,5.589743589743589,93.75,129.40267077335386,134.7016150222622,0.9606616130917764,54760.31219244135,1.0409492649358785,5.445436025374585,560.870188572398,0.7110091743119266,0.7162790697674418,0.9155844155844156,0.2553191489361702,49.53205971072781,48.2812072765234,50.84532509866171,52.093023255813954,0.53040558286744,0.46959441713255995,94.2443632266673,88.6773698636012,0.4686264266045129,0.5313735733954874,92.21173436812616,98.19124774860471,0.49827755212527397,0.5017224478747259,93.23358824795349,93.55532336632105,0.526960964011747,2.3766533148624402,0.930992632683264,1.393821836012871,-1.3047625018181463,-1.5465102500088956,-0.30526011074678133,0.002649021367294953,0.42070246981369946,0.8213598494116511,0.378897061545183,0.88285657170118,0.808442522811242,1.0203971778825975,0.4802612505088031,-0.6963964792613317,0.00037919807835021485,0.01945109705882901,1.0122657112628866,1.1840198160757653,5.719905881693869,0.9753371123014621,0.8844989984900514,1.103609392598592,1.0554505166906447,1.1873473535934436,2.0169119339465444,5.046993528035291,0.7126774609887089,S212
2,0,34.0062889045755,140.53916564087905,-3.530098428385024,16.744143035694442,26.387047263436497,0.17613806903451726,1.8509754877438718,18.40907368600655,14.654349371382445,0.03212905444393588,37.51409771565387,112.92028985507247,71.84326997965937,96.48851085633319,96.66440897683117,0.636229946556696,0.8544833792064417,99.0,32.6172,0.32946666666666663,49.0,77.0,138.0,47.82608695652174,77.89855072463769,21.0,602.0,7.076923076923077,93.75,68.35205908690709,75.3807172173476,0.9067578766838401,16186.827556711793,1.1028302325392103,4.916131850029564,332.52853559111963,0.717391304347826,0.7216117216117216,0.9441624365482234,0.3442622950819672,49.959014153778895,49.1237042899473,50.234215978697506,52.38095238095239,0.5053980866779494,0.49460191332205056,48.592413273444514,48.07060272885424,0.5322788784340882,0.46772112156591206,54.99584532208297,51.552977852993614,0.5201498387472167,0.4798501612527833,51.892993893336424,49.842212893422875,0.6825464980620607,3.703816521808971,1.0780392972405732,2.144072858730423,-2.721224975773225,-2.834122973371414,-0.21217970565961206,0.015214417926171718,1.2548423952659717,0.6801899903823659,0.4359028727037564,0.6784882470640781,0.6148025759941527,0.5307758536235712,0.39035682956878226,-0.6461005996012482,6.984428105373908e-05,0.006614088858856323,1.1589666284593325,1.4718619447253967,5.70894780689757,1.1956665201589614,1.1579099941228521,1.440935559325595,1.5567803965199358,1.3611650194565323,1.9667921225511635,2.757942598262662,0.9988762011973105,S214
3,0,29.622010799691438,4.06219972662435,-21.554783908935136,-9.724822130997946,8.703319763077594,0.4172586293146573,0.893496748374187,-27.940075366827518,4.3669095979144075,0.37348867853246526,33.955146567172854,129.63333333333333,123.245472870141,157.31446533673915,157.64460791373588,0.9507236271803112,1.213534060195982,103.0,38.547599999999996,0.37424854368932037,49.25,72.0,136.0,50.83333333333333,76.66666666666667,21.0,760.0,7.741935483870968,93.75,111.4715712732971,134.4594635311159,0.8290347763249921,47087.47143255186,1.206222016925364,5.379875479691536,648.75186118082,0.7125,0.7172995780590717,0.9470588235294117,0.3148148148148148,50.0171482465918,50.272931581778444,50.40774280983601,46.41350210970464,0.5118023904371692,0.4881976095628307,79.74717138894529,77.88645851602233,0.4294582103959365,0.5705417896040634,88.11540246057523,101.56290258891946,0.46300001747417335,0.5369999825258265,84.03551479977665,90.50227511630415,0.5358276144150634,1.5519320793910392,0.8500943997699106,1.1779895263496996,-0.8991283796529572,-1.64201541820809,-0.2887181205066323,0.0008617694695625234,0.16642403330454442,1.0495248954566376,0.5139937577656486,0.535531137690989,0.7925280165738133,0.9827268797844901,-0.2938048468642931,0.0,0.001506525869605945,0.056524332461437524,0.9838886683401129,1.075448162002395,5.792406993698507,0.8495113396967635,0.760002729544745,1.117650526622387,1.0047166665457845,1.224830286154312,1.980407937786442,2.89769304340195,0.8565798145242561,S216
4,0,20.782352538192782,0.0,0.0,-7.105427357601002e-15,7.105427357601002e-15,0.0010505252626313022,0.0010505252626313022,0.0,0.0,1.0,23.55818217208297,184.77215189873417,603.2800460786132,786.9788802514229,789.4970617847263,3.2649944262663864,4.259185554556581,99.0,34.099799999999995,0.3444424242424242,43.75,70.80000000000001,136.60000000000002,45.56962025316456,70.88607594936708,22.0,7322.0,6.32,93.75,558.2587261148345,648.7249962297589,0.8605475808074399,1137747.8542559894,1.1620507945205236,6.763016135080092,3015.4055891764597,0.6518987341772152,0.6602564102564102,0.8932038834951457,0.24324324324324326,50.13862230752826,50.647794524390996,52.46216875334253,46.794871794871796,0.5465188233204106,0.4534811766795891,412.70351622889314,375.9371452510209,0.45365311125955193,0.546346888740448,436.9407794266316,479.5069092383845,0.4931643573512162,0.5068356426487839,424.9949629311179,430.84545557939657,0.5497616915383825,2.3889283689499354,1.020477200214811,1.2431321528569308,-1.4421165402399296,-1.4108400422844705,-0.4067971415400836,0.002027784150114451,0.3363133126115317,1.5911941662132003,0.7762889735302072,1.5911941662132003,1.2960265941505236,1.1859538294048537,0.11978092122962813,-0.8802289896253319,0.006506728797703838,0.16425438729847847,0.23255928996695074,0.12910671746457764,5.534563583993453,0.29729891391598434,0.1949906038058438,0.20015576286025227,0.1815651720786227,0.10878988810396777,1.8821114156130507,1.36727013501635,0.5547175251780078,S218
5,0,21.02569000095502,28.205079229814213,-14.571908488349978,-2.3540304454116736,10.93962616846998,0.12311155577788893,1.4407703851925961,-47.35572741084842,19.005336833685362,0.4856124133353972,24.7915298695115,182.63372093023256,168.3785057405797,232.9528727783208,233.63702247960148,0.9219464230535036,1.2755195020491892,114.0,54.1149,0.47469210526315786,134.25,81.2,271.0000000000001,66.27906976744185,83.72093023255815,21.0,1056.0,7.478260869565218,93.75,165.20632293156007,172.09985621468698,0.9599445726757172,89321.71338800999,1.0417268126352688,5.657927155169758,717.1241386780557,0.7151162790697675,0.7235294117647059,0.9349593495934959,0.2777777777777778,50.007307804735454,48.34381063481424,50.956251754891255,52.352941176470594,0.5278906650068365,0.4721093349931635,120.03244659380279,113.51361670068745,0.4144030621052524,0.5855969378947476,110.78781200797731,131.69822025980838,0.46882848370166463,0.5311715162983353,115.50265694954605,122.94259309952672,0.588541051007696,2.7043322593403247,0.9503183814958169,1.604392483465699,-1.9820338264968456,-2.0894845856384383,-0.2581384093205203,0.003797576923905263,0.5353475243405589,0.6570429771371981,0.6440800359070931,0.2412088159764565,0.563248833930003,1.5279316524623354,-0.0783454982755365,0.0,5.2840610055365215e-05,0.01889337701502327,0.8616864015082073,0.9663266916450993,5.824822151741237,0.9711969900360357,0.8249646744771467,1.078599227532118,1.0606729446874366,1.1580661261454592,2.004413756657431,2.8406298284231464,0.7771672417711498,S2110
6,0,34.523756199008155,140.02169834644639,-22.992224667476624,-4.827461448327327,19.425987599017784,1.4627813906953475,0.8174587293646823,-25.99325620253554,-0.3575996647628818,0.08241062066098714,38.73178792056835,111.22775800711744,68.33639020859405,97.81319659724565,97.98832286722114,0.6143825195525493,0.8793955605127508,103.0,26.686799999999998,0.25909514563106795,34.0,81.0,132.0,55.16014234875445,75.44483985765125,21.0,454.0,7.205128205128205,0.0,69.2882075765089,67.61711786800915,1.0247140038083518,14718.57803329033,0.9758820473649212,4.874835964655834,263.9453256877918,0.6725978647686833,0.6750902527075813,0.9090909090909091,0.2857142857142857,50.03027550711474,50.21371056883257,50.06828697435901,48.73646209386281,0.5009981790884093,0.4990018209115907,49.0430467049869,48.94523675207677,0.50387032451199,0.49612967548801,47.997215824405075,47.62711309623669,0.5023991989889722,0.49760080101102777,48.522948988092466,48.29067250825239,0.5283037427237396,2.3211903534203397,0.9209619084513814,1.1634981747898778,-0.7661374730996151,-0.4882539587965491,-0.3955121168838599,0.001970455886158089,0.3610130014762116,0.4998061958257965,0.3324831755819448,0.81113670318899,0.6660477836167689,0.355632829398159,-0.6594968986624121,-0.9363797335557572,0.00016454364958258733,0.015874446457503147,1.18508608069944,1.378735746145964,5.407072076907381,1.2689815880066098,1.0452002662914568,1.293716720986839,1.3311587241772602,1.3080272009885323,2.033677362608724,3.5253198000338344,1.0131847729812542,S2112
7,0,36.50470520453236,138.04074934092216,-11.56964026946742,2.388279754119104,18.105082261906244,0.08409204602301149,0.844472236118059,-49.12924318322819,19.22413723078746,0.13942569806834282,41.153484493710636,105.1919191919192,61.3801309465895,88.10606706722332,88.25484736213316,0.5835061420887613,0.8375744804738917,103.0,32.6172,0.31667184466019416,41.0,71.0,130.40000000000003,48.148148148148145,75.08417508417509,21.0,378.0,6.319148936170213,93.75,62.40560104234804,60.353692160068114,1.0339980672075193,11832.521067847676,0.9671197961720213,4.780047396365448,233.47700184029597,0.6936026936026936,0.6972789115646258,0.9414634146341463,0.273972602739726,50.21656595903961,49.46929860058826,51.52967587824235,51.02040816326531,0.5460304044864699,0.45396959551353,46.11413622005766,42.04739053553095,0.46385096844059565,0.5361490315594041,41.10485089863148,44.192300120649314,0.5063141215350772,0.49368587846492296,43.68135944954529,43.13318004043406,0.5100717500311044,2.13053795245804,0.9108959052231735,1.015923313196411,-0.2794041714686877,0.05135345958319659,-0.4507038079973813,0.0018375402580234179,0.3123269980617362,0.52525187697108,1.0075381494912352,0.5630330519375177,1.0104628828174198,-1.142960295134567,-2.105844157336011,-0.055917727675289026,0.00024162845820492447,0.061101589572414884,1.2571464478104128,1.5257464341541411,5.554506364899174,1.3105691154757382,1.2124867720934416,1.3690670907347084,1.445964693062676,1.4704776493463467,2.0259706281448584,3.291207627763845,0.9680174048081711,S2114
8,0,28.466352170982958,58.80637510174431,-20.136567083679918,-4.142913549259269,13.423704897589827,0.8874937468734366,1.9,14.424797117480239,-6.1251011163013045,0.06602742149633944,32.577012393853714,134.8961038961039,95.85590423160549,139.0222378207733,139.32515236812,0.7105906061262753,1.0305874951573644,110.0,32.6172,0.29651999999999995,52.0,88.0,159.0,55.84415584415584,80.08658008658008,21.0,612.0,6.416666666666667,93.75,98.5177600293466,93.49310610174076,1.0537435767952552,28936.366073189765,0.9489974810013028,5.168414099997931,354.898888726158,0.7402597402597403,0.7444933920704846,0.9467455621301775,0.3469387755102041,49.84926000365431,49.499750916112696,50.271485915144595,49.77973568281938,0.5132215226493346,0.48677847735066554,70.57776224858272,68.73550661045304,0.4565216444557103,0.5434783555442898,63.16991245018875,68.92403825652444,0.4863543843597103,0.5136456156402897,66.9763329952528,68.82983698434306,0.5154706061158836,2.3385544888219623,0.955100580340229,1.4667329759197847,-1.1751211007977744,-1.7462580284090685,-0.2812185270751213,0.0034478253128806015,0.46811901089363483,0.3780660886611886,0.8754443568212809,0.5226237289352964,0.47280022677345945,0.45593031283993923,0.3755972194484063,-0.5569122432209683,7.173617951009163e-05,0.037671068331222274,1.1458461254097645,1.4136933353080048,5.7493206343222925,1.202581021469965,1.2922063693032155,1.2100393429330312,1.1539296775848822,1.3497192270051475,2.031621960374486,3.4857362658963935,1.019707667716371,S2116
9,0,39.634290083144855,134.91116446230967,-24.087731378691416,15.094838101586511,41.21775004410356,0.1821410705352676,0.587343671835918,36.58226447038099,13.42653193891479,0.07569447380858196,45.495518911985755,96.8858024691358,54.86783373353659,79.04366469738464,79.16442710494836,0.5663144891741536,0.8158436291278591,99.0,31.1346,0.3144909090909091,40.5,32.0,125.0,52.77777777777778,76.5432098765432,21.0,411.0,5.142857142857143,0.0,55.977703234657106,52.994600000143784,1.0562907019678462,9319.584846744456,0.9467090812567241,4.67636667652352,200.68187631081486,0.6944444444444444,0.696875,0.9147982062780269,0.32894736842105265,50.45207027637934,49.87304059515658,51.26736939476483,50.625,0.5267646545812041,0.47323534541879564,40.62877311670812,38.509154352492594,0.4741007394376081,0.5258992605623918,36.48941785845575,38.43110736794153,0.5018739093790032,0.4981260906209969,38.61460099896109,38.47015065261864,0.5560100826594382,4.070131947581936,0.9961358645923835,2.089769051441089,-3.0112799241397,-2.7989230106447662,-0.23130276832955435,0.01813918802097714,1.483729904251452,0.574803222962064,0.6054274447345924,0.6364782800270837,0.5509482663213447,0.5275049908267295,0.4708794502906901,-0.6412721118766489,9.881827294895217e-06,0.012666863123073052,1.2276952185439836,1.459919591289823,5.24717615810895,1.3442845872455762,1.0521088156923228,1.4229386535638613,1.6168839456929252,1.2210690410934695,2.0104439827153637,3.5070681208184413,1.1068319448272803,S2118
