,HR_mean,HR_min,HR_max,HR_std,SDNN,SDANN,RMSSD,SDSD,pNN50,pNN20,abs_power_VLF,abs_power_LF,abs_power_HF,tot_power,LF/HF,peak_vlf,peak_lf,peak_hf,norm_power_LF,norm_power_HF,scr_mean,scr_std,scr_max,scr_min,scr_range,scr_kurtosis,scr_skew,scr_momentum,scr_activity,scr_complexity,scr_mobility,scr_rms,scr_acr_length,scr_integral,scr_average_power,scr_f1sc,scr_f2sc,scr_f3sc,scr_Energy,scr_Entropy,scr_max_freq,scl_mean,scl_std,scl_max,scl_min,scl_range,scl_kurtosis,scl_skew,scl_momentum
S210,73.34471786577987,66.66666666666667,83.83233532934132,4.348839913035798,0.057308869609471284,0.0,0.07197082218983276,59.076323296033024,0.3103448275862069,0.7241379310344828,65.81899461580805,250.94308128923325,102.95630525288945,419.7183811579307,2.4373745801468587,0.0390625,0.06640625,0.197265625,70.90802946598633,29.091970534013665,0.00017995211345191804,0.001550003189884648,0.005499810195688589,-0.004022690793178577,0.009522500988867167,0.5978823918993545,0.3827291730147531,2.402509888652584e-06,2.402509888652584e-06,4.9357613581421464,0.011181360559087314,0.0015604142564679406,20518.00000309771,23.356484775717043,2.4348926517883957e-06,0.0023149284512286737,0.003574393376855223,0.0034281666394674437,0.003456233895422389,-3.4822801242287174,0.26171875,1.5877312120531573,0.009823231123277676,1.6025111211755798,1.574764118520886,0.027747002654693764,-1.4968414086764033,0.09351261967362776,9.64958697013312e-05
S211,73.74646923626278,65.93406593406593,85.02024291497976,5.4916371161218605,0.07182010933622511,0.0,0.07096812775587673,58.04900773301703,0.32142857142857145,0.6428571428571429,12.829362290511344,989.5821896535244,1175.2739051110318,2177.6854570550677,0.8420013286690268,0.0390625,0.1494140625,0.150390625,45.71122265570953,54.28877734429046,-0.0010601444662068174,0.003284949176765293,0.018831129333537734,-0.009325741307749281,0.028156870641287017,0.8104673686030939,0.27398342024540645,1.0790891093930976e-05,1.0790891093930976e-05,23.434567808492137,0.029795428489271667,0.0034517817693417285,19357.000183093427,50.032821086385646,1.1914797383159914e-05,0.0018927886399625472,0.004553687359199725,0.0027285092826205013,0.6333466610697287,-3.9304592638010396,-0.09765625,2.851903701404062,0.05286455280006026,2.9497715467272467,2.784872316236184,0.1648992304910628,-1.2787041302543172,0.2780117942192601,0.002794660942750359
S212,73.00447467739316,67.41573033707866,83.66533864541832,4.222302360810371,0.05616456920023395,0.0,0.05921783597236822,48.72421244936434,0.2857142857142857,0.75,4.674433478493975,461.09453029106334,398.165459117512,863.9344228870693,1.1580475396158834,0.0390625,0.14453125,0.150390625,53.661817840306114,46.33818215969388,0.00033729827627440383,0.0030679365686652506,0.010777876070499718,-0.006036248170784725,0.016814124241284444,0.9426255465687832,0.8904461628786695,9.412234789353513e-06,9.412234789353513e-06,62.60079103857485,0.007710747821890514,0.0030864226730198826,20178.00000827397,44.61543186833452,9.526004916531197e-06,0.0008234259225510722,0.0016358393840455424,0.0016512724942472992,0.005498818663423575,-2.930331373108841,-0.1328125,2.6267470046322043,0.03962796486889774,2.6905547628194966,2.575053995033111,0.11550076778638552,-1.4420400675582772,0.14707775015807853,0.0015703755996505934
S213,72.40080974887357,43.75,93.95973154362416,10.155219212302095,0.1603616761962236,0.0,0.2339899001390705,198.19718807397908,0.39285714285714285,0.6428571428571429,136.36225484837072,1112.7593401197807,1143.415321788848,2392.5369167569993,0.9731891106539429,0.0390625,0.0712890625,0.3994140625,49.320620380446655,50.67937961955333,-9.402127901282675e-05,0.0032648673428925627,0.020331064943086348,-0.004727302727243797,0.025058367670330144,18.021542513579146,3.755282361985588,1.0659358766686343e-05,1.0659358766686343e-05,21.9961567967993,0.005414910768865925,0.0032662208693830783,19943.000003201814,33.29303203319575,1.0668198767593552e-05,0.0016499577926332237,0.0015190674955298678,0.0024334454848809546,0.001724258780280403,-2.6981466172313575,-0.125,1.206076607777095,0.006204471825297305,1.2149903149736816,1.1978044788766242,0.017185836097057372,-1.5555455276880654,0.03706560315907069,3.8495470630908075e-05
S214,74.33027059464021,63.253012048192765,92.3076923076923,6.797459196923113,0.0870216398544506,0.0,0.06462012363462787,52.469919587078365,0.41379310344827586,0.8275862068965517,442.4074704131089,1157.2332728996014,151.41338804220004,1751.0541313549104,7.642872852016704,0.0390625,0.0634765625,0.193359375,88.42977309602949,11.570226903970509,0.000102228506178117,0.002431178984957899,0.006846598233014387,-0.005137228348018482,0.011983826581032869,-0.10475137455402805,0.5369219802445464,5.91063125690092e-06,5.91063125690092e-06,47.02867595644379,0.012938406320461086,0.0024333273360516725,19449.0000167464,36.85946558473367,5.921081924376329e-06,0.002643203919075229,0.0012342508932843483,0.0024343762181029665,0.004423928139089457,-2.5105347402646356,-0.1015625,2.535740133829228,0.03787846582300226,2.5993927221380098,2.487531717470155,0.11186100466785476,-1.4056966991390916,0.20768560965724045,0.00143477817310435
S215,70.09868898641014,61.40350877192983,85.88957055214723,5.716705602328231,0.07719032154909002,0.0,0.08259248199032856,71.12776165609375,0.5714285714285714,0.75,131.69763523953867,468.4352405847307,174.81541686055579,774.9482926848252,2.6795991394648295,0.0390625,0.072265625,0.3017578125,72.82312659347338,27.17687340652663,-0.00030822227389049696,0.0025964241912464253,0.009003444896313896,-0.008429570772662107,0.017433015668976003,0.8384469411757212,0.4160803698820292,6.7414185808896535e-06,6.7414185808896535e-06,39.37194944990414,0.011117543090031915,0.0026146547670795627,19810.000011408963,38.39573003492924,6.836419551011883e-06,0.007155120810212499,0.00569292314848022,0.00540840096699545,0.01090551129883625,-4.825938465963425,0.1484375,1.1946161722371504,0.0023707407997571343,1.1982134267931366,1.1909490311183093,0.007264395674827284,-1.5120455587326607,-0.26899618853029444,5.620411939633098e-06
S216,80.64015351639021,63.73292867981791,92.71523178807948,7.404858411384237,0.09608675353437482,0.0,0.061107522899943804,44.88545500509539,0.3125,0.46875,34.79295474192581,771.1599150425624,950.5173201484716,1756.4701899329598,0.8113054845987515,0.0390625,0.1494140625,0.1591796875,44.791201235636706,55.20879876436329,0.0005202204890533851,0.00498732973591763,0.025365707421960922,-0.0094431374543311,0.034808844876292024,7.933107582902226,2.4247987245681184,2.487345789476822e-05,2.487345789476822e-05,15.446300242690027,0.007219879468401225,0.005014388023677383,19982.000013256496,57.74419157063024,2.514408725199917e-05,0.024939349181309797,0.024531367759972143,0.005778293273967564,0.1313036166008878,-12.485724549833508,-0.125,1.098051345067169,0.013727023880389164,1.1257724617702902,1.0838998387946803,0.0418726229756099,-0.9712291235956076,0.6679612857651613,0.00018843118461277437
S217,69.81171916315397,56.0,81.87134502923976,5.650002569619833,0.08316777633401642,0.0,0.10276776573106339,88.91843308912996,0.5185185185185185,0.8518518518518519,32.36455670948326,432.548675538399,924.07811560089,1388.9913478487722,0.46808669985343215,0.0390625,0.1494140625,0.1748046875,31.88413190448248,68.11586809551751,-0.0003593300186542449,0.0015303830567506551,0.004230130060477654,-0.005860274384703008,0.01009040444518066,1.0903456997232013,-0.6701156171970168,2.342072300389479e-06,2.342072300389479e-06,33.13331399651357,0.017196531772179637,0.0015720020237568204,20697.000011814074,22.5462287321016,2.471190362695539e-06,0.002906352719710593,0.0008754593001849717,0.00295987606432085,0.006236651962305025,-3.0408518187353213,-0.15625,1.221332335156332,0.005978388882141875,1.234395447857589,1.2141370703342451,0.020258377523343807,-0.9191029880886412,0.5135076750123613,3.574113362611757e-05
S218,67.34556391351481,62.22222222222222,73.42657342657343,3.002698506422183,0.04440268505569679,0.0,0.0522000575106551,46.49631102330114,0.3076923076923077,0.5384615384615384,2.5925056650429905,102.68956331451362,359.6579627505027,464.94003173005933,0.2855200605853126,0.029296875,0.1494140625,0.1826171875,22.210471025657263,77.78952897434273,0.00048436266197872895,0.002042496187153644,0.007784891457438924,-0.0037039282658133496,0.011488819723252273,1.6752892229671632,1.2366369406980835,4.171790674537174e-06,4.171790674537174e-06,40.6043875626597,0.012143198760213931,0.0020991421730926886,19845.000009062584,27.92387883305979,4.406397862856295e-06,0.007576668058261583,0.003220176294739886,0.0038615535346118606,0.017903469783653887,-4.975917851499557,-0.12109375,1.4423970691475063,0.005816391772000697,1.449797178793161,1.434241776056646,0.015555402736515012,-1.5786703742778714,-0.10026142470394107,3.383041324539741e-05
S219,68.48505259850006,61.40350877192983,76.78244972577696,3.592809445692968,0.052508693425288584,0.0,0.0783052010723575,68.76568444773555,0.48148148148148145,0.7037037037037037,7.090160653530505,167.59022119000903,112.42623203729713,287.1066138808367,1.490668308926438,0.0390625,0.1015625,0.150390625,59.85013353981953,40.14986646018047,-0.0008903588709571026,0.0036319274436372264,0.009773236173276526,-0.009360866993407919,0.019134103166684444,-0.3052552794825254,-0.03744521725182226,1.3190896955845238e-05,1.3190896955845238e-05,44.59668645936716,0.013696348646394366,0.0037394699992027275,20376.000043996402,57.97009883864356,1.3983635874937247e-05,0.009268070729726073,0.010373085543861165,0.010933369325535144,0.11168005544609848,-7.359841011209557,-0.14453125,1.1948145912958046,0.0018114034254494659,1.201552345278405,1.1924121289744005,0.009140216304004412,1.717413344610443,1.152598851433182,3.281182369730059e-06
