,scr_mean,scr_std,scr_max,scr_min,scr_range,scr_kurtosis,scr_skew,scr_momentum,scr_activity,scr_complexity,scr_mobility,scr_rms,scr_acr_length,scr_integral,scr_average_power,scr_f1sc,scr_f2sc,scr_f3sc,scr_Energy,scr_Entropy,scr_max_freq,scl_mean,scl_std,scl_max,scl_min,scl_range,scl_kurtosis,scl_skew,scl_momentum
S210,-0.0018789608229099835,0.014363762867523236,0.029223947109587645,-0.07123208586354579,0.10045603297313344,5.319359324302479,-1.8443160838948192,0.0002063176837144393,0.0002063176837144393,5.691381406699564,0.0020971026800020052,0.014486137424740588,75442.00003422619,667.9490877152075,0.00020984817748846986,0.05628248337930673,0.11623521734257856,0.057025441717913974,178.44441434439034,-1.0029275954352173,0.0,4.5556503595296896,0.46541869651147016,5.592778346158004,3.856603208257721,1.7361751379002826,-1.0009987219533947,0.19656047216784792,0.21661456306243598
S211,-3.253087846198698e-05,0.016409353279986015,0.13366956736898064,-0.05829702142635869,0.19196658879533934,28.699333584746018,3.592082362681285,0.00026926687506738774,0.00026926687506738774,167.1100008809412,0.002652610373755603,0.016409385525529015,80697.00010647842,527.3156470758073,0.00026926793332544114,0.12487226755542925,0.1281638952375681,0.11434535477948728,519.9885398874385,57.4176843629506,-0.48828125,3.3309701640087033,0.2666234968174887,3.8074232405778243,2.892939998866476,0.9144832417113484,-1.0326295961392538,0.0387507152399919,0.07108808905518542
S212,0.0001915092881484086,0.002993433063498535,0.020006500708175546,-0.007070777399890095,0.027077278108065643,10.270138750416427,2.226952023685408,8.960641505646225e-06,8.960641505646225e-06,18.719611542750407,0.006540831337190395,0.0029995528521920287,81191.00001600238,165.10906601072392,8.997317313093334e-06,0.12997183447508878,0.10320030572890575,0.07976344054861147,10.441507341700953,-51.15212548730632,-0.015625,2.5037827764838814,0.18185661782726528,2.8402022848965864,2.2373395820802333,0.6028627028163531,-1.1645344571874268,0.2257607888011055,0.03307182944757202
S213,-0.0005334366332870105,0.003528961644408282,0.024229938893005138,-0.031131866836078857,0.055361805729083995,22.451182544394655,-4.036385215826092,1.2453570287704807e-05,1.2453570287704807e-05,36.32748227375035,0.01826094240951254,0.003569050984426727,83338.00032510846,146.06463610323084,1.273812492943739e-05,0.10494926630663402,0.12805908250408746,0.10064862704985597,119.08815215479923,-24.337874133781835,-0.0390625,2.0183952871265665,0.11367081430527885,2.2439721626850706,1.8466058992593133,0.3973662634257573,-1.1735748175157912,0.155034475023194,0.012921054024825187
S214,0.00012939108576515707,0.0017147531809958436,0.010233976840688386,-0.004430599394185003,0.014664576234873388,5.959433414932622,1.5140847299435676,2.940378471735364e-06,2.940378471735364e-06,17.948468066352103,0.010435568774228991,0.0017196280193143081,82334.00001408724,98.96051954211161,2.95712052481085e-06,0.10039486889526938,0.11356174241903208,0.08991466470428665,3.4220632842816694,-49.696087992857514,-0.02734375,1.7088557576019585,0.06471476023073086,1.8247829725960807,1.610477781887623,0.21430519070845766,-1.1483476094691518,0.1646106183951517,0.004188000191720985
S215,-3.480671139220117e-05,0.001379730500102449,0.004516823097515934,-0.005004213737091692,0.009521036834607626,0.27171442092154985,0.12462713987477417,1.9036562529129541e-06,1.9036562529129541e-06,17.499099522464732,0.01407248384789132,0.0013801694678809895,83016.00001753493,89.09777979805484,1.9048677600708938e-06,0.09024648194247596,0.07613018512532309,0.07115072328114164,3.21194081159625,-49.7829426908564,-0.1484375,1.5203791492357803,0.0444524441935735,1.6030921649656744,1.4533103159259817,0.14978184903969272,-1.1525874527110882,0.17248105741775688,0.001976019794782766
S216,0.00023691856272196275,0.002000700281547712,0.01686603489257625,-0.007879332889178614,0.024745367781754866,14.951014825264156,2.919724019794565,4.002801616585095e-06,4.002801616585095e-06,37.892317824723364,0.013613118322186419,0.0020146791362267427,82964.00004709787,102.62137213647577,4.058932021947334e-06,0.11278308122846241,0.09085175223605724,0.10017123381293867,9.721201833838814,-48.75077946101986,-0.03515625,1.3833673311084624,0.0389145772898451,1.4419400654269439,1.318316146439608,0.12362391898733582,-1.2388396362273641,-0.11083322784617014,0.001514344325647328
S217,2.0164391466555717e-05,0.0021498251755136845,0.020645104169805882,-0.005421158808630531,0.026066262978436415,25.93873017655713,3.347305749911063,4.621748285272444e-06,4.621748285272444e-06,4.520611756693159,0.009510920594232582,0.002149919739886971,82817.00001736374,113.47719182483105,4.622154887955661e-06,0.24867625524237383,0.06988516925701242,0.12438406458624698,13.78041170192166,-55.85891077409818,0.1171875,1.2504269081415855,0.03489188429185621,1.3122792373098577,1.2029214945260618,0.10935774278379595,-1.3356055163494105,0.30834443487701285,0.001217443589436282
S218,-7.450803659141678e-06,0.003780298639602242,0.0147578537890477,-0.014772796494278087,0.029530650283325785,2.2569155674326558,0.1819160874116904,1.429065780457856e-05,1.429065780457856e-05,2.604406886746804,0.007900079608837733,0.0037803059821995533,71231.00003176932,188.62369578500792,1.429071331905373e-05,0.46008431044076176,0.24395534188389795,0.1700326350071835,22.47322816838373,-59.49357130872586,0.18359375,1.173041178119284,0.01557504869568393,1.1970005919617446,1.1464010510384839,0.05059954092326069,-1.1943346897697442,-0.020076884612589694,0.00024258214187292568
S219,6.780652715465968e-06,0.005071765935901493,0.025605656810137763,-0.03091796140485957,0.05652361821499734,6.232015952113548,-0.3182015816302061,2.572280970857075e-05,2.572280970857075e-05,2.916066231805373,0.007606885578022311,0.005071770468566376,80518.0000599392,270.97045552419627,2.5722855685822e-05,0.20742010042383419,0.7180299242891082,0.4490467806524051,168.721054999923,-28.617591363412117,0.015625,1.1231497176469016,0.018652659842400245,1.1495337820205684,1.0849370075426923,0.06459677447787615,-0.536638608345593,-0.765169707736076,0.0003479217191962907
