,scr_mean,scr_std,scr_max,scr_min,scr_range,scr_kurtosis,scr_skew,scr_momentum,scr_activity,scr_complexity,scr_mobility,scr_rms,scr_acr_length,scr_integral,scr_average_power,scr_f1sc,scr_f2sc,scr_f3sc,scr_Energy,scr_Entropy,scr_max_freq,scl_mean,scl_std,scl_max,scl_min,scl_range,scl_kurtosis,scl_skew,scl_momentum
S210,0.0009593306176577675,0.0033762909714887914,0.01789468007038522,-0.006958522816318926,0.024853202886704145,5.332852793527149,2.21301224722835,1.1399340724156728e-05,1.1399340724156728e-05,48.184608765732754,0.012438813277234118,0.0035099367456027414,20278.00003069297,39.599597951108514,1.2319655958132362e-05,0.0024529801416680393,0.0031900865522816358,0.003603935344888692,0.1260776863772653,-4.104966824551631,-0.140625,1.6281737645618861,0.009513332809078226,1.640243306686856,1.6147665101381203,0.025476796548735692,-1.5886136609726031,-0.1200667266029734,9.05035011362842e-05
S211,0.0004926748837787624,0.003249108917959758,0.013757501733507939,-0.005957864267699041,0.01971536600120698,2.1397974847592414,1.2180613353737673,1.0556708760765627e-05,1.0556708760765627e-05,41.44760563678637,0.006438680058522189,0.003286249732122019,19957.000004974972,44.887339078833506,1.0799437301872042e-05,0.002349856758451256,0.0010724976191169155,0.0013825872273767862,0.017122932194930596,-3.1118105441296855,-0.125,2.3922865695545745,0.03092193231391877,2.44219690045896,2.352159853482934,0.09003704697602588,-1.4238631493531033,0.17630387104077264,0.0009561658980265737
S212,0.0005008071992015305,0.002734730215167917,0.012498528092347949,-0.00623817963969617,0.018736707732044118,1.8212598028121647,1.0057383945401315,7.478749349752361e-06,7.478749349752361e-06,26.66232555841289,0.01187133153970288,0.0027802081218003165,19677.000012428936,37.68772163381782,7.729557200524444e-06,0.003205501262644195,0.007548478938836957,0.01294073811107211,0.027518846533667582,-6.8282966352162395,-0.11328125,1.1864836311449682,0.005244114608957036,1.1934440540817715,1.1793264058513764,0.014117648230395075,-1.5737563053415844,-0.008336580234560345,2.7500738031876607e-05
S213,0.0005161443328261324,0.0020843514139634737,0.00878576649965478,-0.0039606285554075055,0.012746395055062285,3.4061938217730034,1.5741359535505004,4.344520816891532e-06,4.344520816891532e-06,43.29858772019379,0.012135798344982447,0.002147306636044341,20324.0000100819,27.471500084138455,4.6109257892000646e-06,0.0036897142117737116,0.003457129492967551,0.002413038108177277,0.009383505215833483,-3.153731899865983,-0.140625,1.4172259619811194,0.006464251444640023,1.4254262399712878,1.4081227551167694,0.01730348485451838,-1.5792127627755097,-0.10177358773417733,4.178654673953062e-05
S214,0.0009994040501476707,0.003493955493997234,0.01609840308417097,-0.007630345567734768,0.02372874865190574,4.457448412115062,1.9063727909253616,1.2207724994033456e-05,1.2207724994033456e-05,46.81643785989184,0.012954103987004657,0.0036340794500787986,20464.000036338555,44.172710151274714,1.3206533449485023e-05,0.003762675219384131,0.0017271334676920466,0.0025736668626857077,0.1056024306890068,-4.5402654805644165,-0.1484375,1.258321838198797,0.008776906256741332,1.2697098750520566,1.2464510174731418,0.02325885757891477,-1.6235359226964303,-0.07211558720092488,7.703408343962516e-05
S215,-9.408166114008007e-05,0.0015118953513595526,0.005510286119726225,-0.0044127252340080015,0.009923011353734227,0.9006603400410942,0.1874565558722526,2.2858275534626254e-06,2.2858275534626254e-06,29.104576299696472,0.02062324418854229,0.0015148197623564008,20444.000017094222,22.446591767606666,2.2946789124255023e-06,0.003250172895264904,0.0008777729053017974,0.0021954028654810878,0.007757615466488086,-3.1980196079346066,-0.14453125,2.0094502825282174,0.021808110112528287,2.047998493150642,1.9818350613763487,0.06616343177429318,-1.3372371330229418,0.25785623296631227,0.0004755936666801585
S216,-0.0024801124045991307,0.006128068996577136,0.03290743288906064,-0.02205978163174683,0.05496721452080747,1.0884030026233376,-0.9470804270297821,3.755322962680991e-05,3.755322962680991e-05,24.905730176952996,0.02807729423054702,0.006610914245870717,19202.00056191808,85.7629804077626,4.3704187166256384e-05,0.004060115413181648,0.004106445503146771,0.002485307762211516,13.563574192930638,-0.5941002507416719,-0.08984375,3.017476782215638,0.06119592495775275,3.141036666437904,2.941645112208662,0.19939155422924193,-1.111796442136434,0.3958558494592288,0.0037449412314349063
S217,-0.0005880902166496009,0.0022133879275363084,0.011905059389702183,-0.006701585927327938,0.018606645317030122,0.7619740936030155,0.17847314645587145,4.8990861177634754e-06,4.8990861177634754e-06,24.603612970648843,0.027746988570150007,0.0022901825736570546,20492.00007465039,34.73538390942425,5.244936220682451e-06,0.004854453610889973,0.0037907356461435227,0.0018595732081044156,0.1995496729052183,-4.535037767266905,-0.1484375,2.3786122445646516,0.03250171590590303,2.4399769085354177,2.3379488003900333,0.10202810814538443,-1.236478312386815,0.32190841798625036,0.0010563615368280297
S218,0.0002047308892309041,0.0020185669026738066,0.009930725814695243,-0.004995407184377447,0.01492613299907269,3.098824691004774,1.2060878505334052,4.0746123405701245e-06,4.0746123405701245e-06,3.4310020090050997,0.009813217532045494,0.0020289226396231577,20539.00000403411,27.949496868362022,4.116527077575402e-06,0.002987915055976499,0.004610484609139583,0.002805972758856311,0.006067170789209407,-3.937724935249736,-0.1484375,1.2451501480171536,0.007400040830173517,1.2573189658836912,1.2356060495543157,0.021712916329375442,-1.3944787669631757,0.19986265799330347,5.476060428823515e-05
S219,0.0007922533639185504,0.002837456527082213,0.013817642781483072,-0.005827421658684914,0.019645064440167986,4.815348754380695,2.138830803898976,8.051159543081452e-06,8.051159543081452e-06,46.28230106937857,0.012627940248641192,0.0029459845443793,20683.00002231535,33.93368907963844,8.678824935721711e-06,0.001245916315681847,0.004514610591463141,0.0028402889310043217,0.07761907516177727,-3.9766615903805502,-0.15625,1.3513991116161208,0.006562144097197341,1.3596954429992323,1.34202488906365,0.017670553935582367,-1.5712767949199973,-0.16458624494328808,4.306173515238191e-05
